,聚类种类,IsActiveStatus,IsActiveAssetStage,CrCardAssetStage,Exited
1147,2,4,6,6,1
1148,2,4,8,9,0
1149,2,4,7,7,0
1150,1,2,2,2,1
1151,2,4,8,9,0
1152,1,0,2,9,0
1153,2,4,6,0,0
1154,1,2,2,9,0
1155,2,4,8,9,1
1156,2,3,8,9,0
1157,1,2,0,0,1
1158,2,4,7,2,0
1159,1,2,0,6,0
1160,1,2,0,6,0
1161,2,4,7,7,0
1162,2,5,6,0,0
1163,1,0,2,9,0
1164,2,4,8,2,0
1165,1,2,0,6,0
1166,1,2,2,9,1
1167,1,1,1,2,0
1168,1,2,2,9,0
1169,1,2,2,2,0
1170,1,2,2,2,0
1171,1,1,2,2,0
1172,1,1,2,2,0
1173,1,2,2,9,1
1174,2,4,6,0,0
1175,1,0,2,2,1
1176,1,1,2,2,1
1177,1,1,1,7,1
1178,2,5,8,2,0
1179,1,0,2,2,1
1180,2,3,8,9,0
1181,2,4,6,0,0
1182,1,0,2,9,0
1183,2,5,6,0,0
1184,1,1,2,9,1
1185,2,3,6,6,0
1186,2,5,7,7,0
1187,1,2,0,6,0
1188,2,3,7,2,0
1189,2,4,6,6,0
1190,2,3,8,9,0
1191,2,4,7,2,0
1192,1,1,0,6,0
1193,1,2,0,0,0
1194,1,2,1,7,0
1195,1,1,2,2,0
1196,1,2,2,9,0
1197,2,3,8,2,1
1198,1,0,1,7,0
1199,1,2,2,9,0
1200,2,3,8,9,0
1201,1,2,2,9,0
1202,1,0,0,0,0
1203,2,4,8,2,0
1204,1,2,1,7,0
1205,2,3,6,0,1
1206,1,1,2,9,0
1207,2,5,6,6,0
1208,2,5,7,7,0
1209,2,4,8,9,0
1210,2,5,7,7,1
1211,1,1,2,2,1
1212,2,5,8,9,0
1213,1,2,1,7,1
1214,2,5,6,6,0
1215,2,5,6,6,0
1216,1,2,2,9,0
1217,2,5,6,6,0
1218,2,3,8,9,0
1219,1,2,0,6,0
1220,2,4,6,6,0
1221,1,2,0,6,0
1222,1,0,0,6,0
1223,1,2,1,2,0
1224,1,2,1,7,0
1225,2,5,6,0,0
1226,1,2,2,9,0
1227,2,3,6,0,0
1228,1,1,0,6,1
1229,2,3,8,9,0
1230,2,4,8,9,0
1231,2,5,6,6,0
1232,1,2,0,6,0
1233,1,2,2,2,0
1234,1,0,2,2,1
1235,1,1,0,0,0
1236,2,3,8,9,0
1237,1,0,0,6,1
1238,1,1,2,9,1
1239,1,0,1,7,1
1240,1,1,0,0,0
1241,2,5,8,9,0
1242,1,0,2,2,1
1243,1,2,2,9,0
1244,2,3,8,2,0
1245,2,5,6,6,0
1246,2,3,8,2,1
1247,1,1,0,0,0
1248,2,3,6,6,0
1249,2,3,8,9,0
1250,2,3,8,2,0
1251,1,2,0,6,1
1252,1,2,2,9,1
1253,2,3,6,6,0
1254,1,1,0,6,0
1255,2,5,8,9,0
1256,2,3,8,9,1
1257,2,4,7,7,0
1258,2,4,8,2,0
1259,2,4,8,9,0
1260,2,3,7,7,0
1261,1,0,2,2,1
1262,1,1,2,9,0
1263,2,3,6,6,0
1264,2,5,8,9,0
1265,1,1,2,2,0
1266,1,1,0,6,1
1267,1,1,2,9,0
1268,2,4,8,9,1
1269,2,5,6,6,0
1270,2,4,8,9,0
1271,2,5,8,2,0
1272,1,1,1,7,0
1273,1,2,0,6,0
1274,1,2,0,0,0
1275,1,0,2,9,0
1276,1,2,2,2,1
1277,1,0,0,0,0
1278,1,2,2,2,1
1279,2,5,8,9,0
1280,2,3,8,2,0
1281,2,3,8,9,0
1282,1,1,2,2,0
1283,2,3,8,9,0
1284,1,2,2,9,1
1285,1,2,2,9,0
1286,1,1,2,2,1
1287,1,1,0,6,0
1288,1,0,2,9,0
1289,1,2,0,6,0
1290,2,5,8,9,0
1291,1,0,0,6,0
1292,1,1,2,9,1
1293,2,4,8,2,0
1294,1,0,2,2,1
1295,1,2,2,9,0
1296,2,3,6,6,0
1297,2,3,6,6,0
1298,1,2,2,9,0
1299,2,4,8,9,1
1300,1,1,2,9,0
1301,1,2,0,0,1
1302,2,5,6,6,0
1303,1,0,2,2,0
1304,2,5,6,6,0
1305,2,5,8,9,0
1306,2,4,8,2,0
1307,1,0,0,0,0
1308,2,5,8,9,0
1309,2,3,8,9,0
1310,2,5,8,9,0
1311,2,3,8,2,0
1312,2,3,8,9,0
1313,2,3,8,2,0
1314,1,2,0,0,0
1315,2,4,7,7,0
1316,1,1,0,6,1
1317,2,3,6,6,1
1318,2,3,8,2,0
1319,2,5,6,0,0
1320,2,3,7,7,0
1321,1,1,2,9,0
1322,1,2,0,0,0
1323,1,2,2,9,0
1324,2,5,8,2,0
1325,1,2,2,9,1
1326,1,2,0,0,0
1327,2,4,6,6,0
1328,2,5,8,9,0
1329,1,2,2,9,0
1330,2,3,6,6,0
1331,1,2,2,2,0
1332,2,4,8,9,0
1333,2,3,6,6,0
1334,1,2,2,2,0
1335,1,2,2,9,0
1336,2,5,6,0,1
1337,2,4,8,9,1
1338,1,1,2,2,1
1339,2,5,6,6,0
1340,1,0,0,6,0
1341,2,4,8,9,1
1342,2,5,8,9,0
1343,1,2,2,9,0
1344,1,2,2,9,0
1345,1,2,0,6,0
1346,2,4,6,0,0
1347,1,0,0,6,1
1348,1,2,2,2,0
1349,1,2,0,0,0
1350,2,4,8,2,0
1351,2,4,6,6,0
1352,1,0,2,2,1
1353,2,4,8,9,0
1354,2,4,8,9,0
1355,1,1,0,6,0
1356,2,3,8,2,0
1357,1,0,2,2,0
1358,2,5,7,7,0
1359,2,5,6,6,0
1360,1,0,2,2,1
1361,1,2,0,6,0
1362,2,5,8,9,0
1363,2,5,6,6,0
1364,2,4,7,2,0
1365,2,5,8,9,0
1366,2,4,8,9,0
1367,2,4,8,9,1
1368,2,5,7,7,1
1369,1,0,0,0,0
1370,1,1,0,6,0
1371,1,0,0,6,1
1372,2,3,8,2,0
1373,2,3,8,2,0
1374,2,5,6,6,0
1375,2,5,8,9,0
1376,1,2,2,9,0
1377,1,0,0,0,1
1378,2,5,6,6,0
1379,2,4,8,9,1
1380,2,4,8,9,0
1381,2,5,6,6,0
1382,2,5,7,7,0
1383,1,2,0,6,0
1384,2,3,8,2,0
1385,2,5,8,9,0
1386,2,3,6,6,0
1387,2,3,8,9,1
1388,1,1,2,9,0
1389,1,2,2,9,0
1390,2,3,8,9,0
1391,1,0,2,9,1
1392,2,3,8,9,0
1393,1,1,2,9,0
1394,2,4,8,9,0
1395,1,0,0,0,0
1396,2,4,6,6,0
1397,2,4,6,6,1
1398,1,2,2,9,1
1399,2,5,8,9,0
1400,2,3,8,2,0
1401,2,4,8,9,0
1402,1,2,2,9,0
1403,2,5,6,0,0
1404,1,2,0,0,0
1405,2,4,6,0,0
1406,1,0,0,0,0
1407,2,5,6,6,0
1408,2,4,6,6,0
1409,2,4,8,9,0
1410,2,3,8,9,1
1411,2,4,8,9,0
1412,1,1,2,9,1
1413,1,0,0,6,0
1414,2,4,6,6,0
1415,1,0,2,9,1
1416,2,3,6,6,0
1417,1,2,2,9,0
1418,2,3,8,9,1
1419,1,2,1,2,1
1420,1,2,0,6,0
1421,1,1,2,9,1
1422,2,4,8,9,0
1423,2,3,6,0,0
1424,1,2,0,6,1
1425,2,5,8,9,0
1426,2,3,6,6,0
1427,1,1,2,9,0
1428,1,1,2,9,0
1429,1,0,1,7,1
1430,2,4,6,6,0
1431,1,2,0,6,0
1432,1,1,2,9,0
1433,1,2,0,6,0
1434,2,5,6,6,0
1435,2,5,6,6,0
1436,1,2,2,9,0
1437,1,0,2,2,0
1438,2,5,6,6,0
1439,2,5,6,0,0
1440,2,4,8,9,0
1441,1,2,2,2,0
1442,2,3,7,2,0
1443,2,4,6,0,0
1444,2,5,8,9,0
1445,1,2,0,6,0
1446,2,5,8,2,0
1447,2,4,6,0,0
1448,2,4,8,2,0
1449,2,5,6,0,0
1450,2,3,8,9,0
1451,1,0,2,9,0
1452,1,0,1,7,0
1453,2,3,6,6,0
1454,2,4,6,6,0
1455,1,2,2,2,0
1456,2,4,8,9,0
1457,2,4,8,2,0
1458,2,3,6,6,0
1459,2,5,6,0,0
1460,2,4,8,2,0
1461,1,1,2,9,0
1462,2,5,8,9,0
1463,2,5,8,9,0
1464,1,1,0,6,0
1465,1,1,2,9,0
1466,1,0,2,2,0
1467,2,3,6,6,0
1468,2,3,7,7,0
1469,1,2,2,9,0
1470,1,1,0,6,0
1471,2,3,8,9,0
1472,2,4,8,2,0
1473,2,5,8,2,1
1474,2,4,7,7,0
1475,2,5,8,9,0
1476,1,0,0,6,0
1477,2,5,7,2,0
1478,1,2,0,6,0
1479,1,2,2,9,0
1480,2,4,8,9,0
1481,1,2,1,7,0
1482,2,4,8,9,0
1483,2,4,7,7,1
1484,2,3,6,6,0
1485,2,5,6,6,0
1486,2,5,8,9,1
1487,2,3,6,6,0
1488,1,2,0,0,0
1489,1,2,0,6,0
1490,2,3,6,6,0
1491,2,5,8,9,0
1492,2,5,8,9,0
1493,1,0,0,0,0
1494,1,0,1,7,0
1495,2,5,6,6,0
1496,2,5,8,2,0
1497,2,3,6,6,0
1498,1,1,0,0,0
1499,1,0,2,2,1
1500,1,0,2,9,0
1501,2,5,7,2,0
1502,2,5,8,2,1
1503,1,1,0,6,1
1504,2,5,8,2,0
1505,1,0,0,6,0
1506,1,1,0,6,0
1507,1,0,0,6,0
1508,2,3,6,6,0
1509,1,1,0,0,0
1510,1,1,0,6,0
1511,2,4,8,9,0
1512,2,3,7,7,0
1513,1,0,0,6,0
1514,1,2,2,9,0
1515,2,4,8,9,0
1516,1,0,0,6,0
1517,1,1,2,9,0
1518,2,3,6,0,0
1519,2,5,8,9,0
1520,2,3,8,9,0
1521,1,2,0,6,0
1522,1,0,2,9,0
1523,2,5,6,6,0
1524,1,0,2,9,0
1525,2,4,7,7,0
1526,1,2,2,9,1
1527,2,4,6,0,1
1528,1,1,2,9,1
1529,2,3,6,6,0
1530,2,4,7,2,0
1531,1,2,0,6,0
1532,1,0,2,9,1
1533,2,3,8,9,0
1534,2,4,8,9,0
1535,1,2,2,2,0
1536,2,4,6,6,0
1537,1,1,2,9,0
1538,1,0,0,6,0
1539,1,2,0,6,0
1540,1,0,2,9,0
1541,2,3,6,6,0
1542,2,5,8,9,0
1543,1,1,2,9,0
1544,1,1,0,0,0
1545,2,4,7,7,0
1546,2,5,6,0,0
1547,1,1,2,9,1
1548,1,2,2,2,0
1549,1,2,2,9,1
1550,1,2,0,6,0
1551,1,1,2,9,0
1552,2,3,8,9,0
1553,1,2,2,2,1
1554,1,0,0,6,0
1555,1,1,2,2,1
1556,1,2,0,6,0
1557,2,5,6,0,0
1558,2,3,8,2,0
1559,1,1,2,9,1
1560,1,0,2,9,0
1561,1,1,2,2,0
1562,2,4,8,9,0
1563,2,5,6,6,0
1564,2,5,8,9,1
1565,2,5,8,9,1
1566,1,1,2,2,0
1567,1,0,2,9,0
1568,1,1,2,9,0
1569,2,4,8,9,0
1570,2,4,8,9,0
1571,2,4,8,2,0
1572,2,3,8,2,0
1573,1,2,0,6,0
1574,2,5,8,2,0
1575,2,5,6,6,0
1576,2,4,8,9,1
1577,2,4,8,2,1
1578,2,4,8,2,1
1579,1,0,0,0,0
1580,2,4,6,0,0
1581,1,2,2,2,0
1582,1,0,2,9,0
1583,1,2,0,6,0
1584,2,5,6,6,0
1585,1,1,0,0,0
1586,1,1,2,9,0
1587,1,0,2,9,0
1588,2,5,7,2,0
1589,2,3,6,6,0
1590,1,1,0,6,0
1591,1,2,0,0,0
1592,1,1,2,2,1
1593,1,2,1,7,1
1594,2,5,8,2,0
1595,1,0,2,2,1
1596,1,0,0,6,0
1597,1,2,2,9,1
1598,1,1,0,6,0
1599,1,2,0,6,0
1600,2,4,7,2,0
1601,2,3,8,9,0
1602,1,0,2,9,0
1603,1,0,2,2,0
1604,1,0,0,0,0
1605,2,3,7,7,0
1606,2,3,8,2,0
1607,2,4,8,2,0
1608,1,1,2,9,1
1609,2,4,6,6,0
1610,1,0,2,9,1
1611,1,1,2,9,1
1612,1,0,0,6,0
1613,2,4,6,6,0
1614,2,3,8,9,0
1615,2,3,6,6,0
1616,1,0,2,2,0
1617,2,4,8,9,0
1618,2,3,8,2,0
1619,2,3,6,6,1
1620,2,4,6,6,1
1621,2,4,8,9,0
1622,1,1,0,6,0
1623,1,2,2,2,1
1624,2,3,8,9,1
1625,2,4,6,6,0
1626,2,4,6,6,1
1627,2,4,8,2,0
1628,2,3,7,2,1
1629,2,4,8,2,0
1630,1,2,2,9,0
1631,2,5,8,9,0
1632,2,4,8,9,1
1633,1,2,2,2,0
1634,1,1,2,2,0
1635,1,0,0,0,1
1636,2,5,8,9,0
1637,2,5,6,6,0
1638,1,2,0,0,0
1639,1,1,0,6,0
1640,2,4,8,9,0
1641,2,5,7,7,0
1642,1,2,0,0,0
1643,2,3,8,9,0
1644,1,2,1,7,0
1645,1,2,2,2,0
1646,2,4,8,2,0
1647,2,4,8,2,0
1648,1,0,0,6,0
1649,2,3,6,0,0
1650,1,0,2,9,1
1651,1,2,0,0,0
1652,2,5,8,2,0
1653,2,4,8,2,0
1654,2,5,6,0,0
1655,1,2,2,9,0
1656,2,5,6,6,0
1657,1,2,0,6,0
1658,1,1,0,0,0
1659,2,5,8,9,1
1660,1,0,2,9,1
1661,2,5,8,9,0
1662,2,3,6,0,1
1663,1,0,2,9,1
1664,1,2,0,6,0
1665,2,3,8,9,1
1666,2,3,8,9,0
1667,1,0,2,9,0
1668,2,5,6,0,0
1669,2,4,8,2,0
1670,2,3,7,7,0
1671,1,2,2,2,1
1672,2,4,6,6,0
1673,2,5,6,6,1
1674,2,3,6,6,0
1675,2,4,8,9,1
1676,2,3,6,6,0
1677,1,1,0,6,0
1678,2,5,8,9,0
1679,1,0,1,7,0
1680,1,2,2,9,0
1681,1,0,1,7,0
1682,1,2,0,6,0
1683,1,0,2,9,0
1684,1,1,0,6,0
1685,2,4,6,6,0
1686,2,3,7,7,0
1687,2,4,8,9,0
1688,2,4,8,9,0
1689,1,2,0,0,0
1690,1,2,2,9,0
1691,2,3,6,6,1
1692,1,1,0,6,0
1693,1,2,2,9,0
1694,1,2,0,6,0
1695,1,2,2,9,1
1696,2,4,7,7,0
1697,1,0,0,6,1
1698,1,1,1,2,0
1699,2,5,8,2,0
1700,2,3,8,9,0
1701,2,5,6,6,0
1702,2,5,8,9,0
1703,2,3,6,6,0
1704,2,5,8,9,0
1705,2,5,8,9,1
1706,2,4,8,9,1
1707,2,5,6,0,0
1708,2,5,8,2,0
1709,1,2,0,6,0
1710,1,0,0,6,0
1711,1,1,0,6,0
1712,2,5,8,9,0
1713,2,4,8,9,0
1714,1,1,2,2,1
1715,2,4,7,7,0
1716,2,4,8,2,0
1717,1,0,2,9,1
1718,2,3,8,2,1
1719,2,3,8,2,0
1720,1,2,0,0,0
1721,2,4,6,6,0
1722,1,1,0,6,0
1723,2,5,8,9,0
1724,2,3,6,0,0
1725,1,1,2,9,0
1726,2,5,8,9,1
1727,1,1,0,6,1
1728,1,0,0,6,0
1729,2,3,8,9,0
1730,2,4,6,6,0
1731,1,2,0,6,0
1732,1,2,0,6,0
1733,1,2,2,9,0
1734,1,2,2,9,1
1735,1,1,1,7,0
1736,1,1,2,9,0
1737,2,4,6,0,0
1738,2,3,8,9,1
1739,2,5,6,6,0
1740,2,4,6,6,0
1741,2,3,6,6,0
1742,2,3,7,7,0
1743,2,5,8,9,0
1744,2,3,6,0,1
1745,2,5,8,9,0
1746,2,5,8,9,0
1747,2,5,6,6,1
1748,1,0,2,9,1
1749,2,3,8,2,0
1750,1,1,2,2,1
1751,1,2,2,9,0
1752,1,2,2,9,0
1753,1,1,0,6,0
1754,2,3,6,6,0
1755,2,5,6,6,0
1756,2,4,6,6,0
1757,1,2,0,6,0
1758,2,5,8,2,0
1759,1,0,2,2,0
1760,2,5,8,9,0
1761,2,3,6,6,0
1762,2,3,6,6,0
1763,2,5,8,9,0
1764,2,5,7,2,0
1765,2,4,8,2,0
1766,2,4,8,9,0
1767,2,4,8,9,0
1768,2,3,8,2,0
1769,2,5,6,0,0
1770,2,5,8,9,0
1771,1,2,2,9,0
1772,2,4,8,9,0
1773,2,5,8,2,0
1774,2,5,8,2,0
1775,2,5,8,9,0
1776,1,0,2,9,0
1777,2,3,8,9,0
1778,1,0,0,6,0
1779,2,5,8,9,1
1780,1,0,2,9,1
1781,1,1,0,6,0
1782,1,1,2,9,1
1783,1,0,0,6,0
1784,2,5,6,6,1
1785,1,0,2,9,1
1786,2,3,8,9,1
1787,2,3,8,2,0
1788,2,5,7,7,1
1789,1,1,0,6,0
1790,1,0,2,9,1
1791,2,5,6,6,0
1792,2,4,7,7,0
1793,1,0,0,0,0
1794,1,0,0,0,0
1795,2,5,8,9,0
1796,1,0,0,0,0
1797,1,1,1,2,0
1798,1,2,1,7,1
1799,2,3,8,2,0
1800,1,1,0,6,1
1801,2,4,6,0,0
1802,1,1,2,2,0
1803,2,5,8,9,0
1804,2,5,8,9,0
1805,1,1,2,9,0
1806,2,3,8,9,0
1807,1,0,0,0,0
1808,2,5,7,7,0
1809,2,5,8,9,0
1810,2,5,8,2,0
1811,2,4,8,9,0
1812,2,4,7,2,0
1813,2,4,8,9,1
1814,1,0,2,9,0
1815,2,5,8,2,1
1816,1,1,0,6,1
1817,2,5,6,0,0
1818,2,5,8,2,0
1819,2,4,8,9,0
1820,1,0,2,9,0
1821,1,1,0,6,1
1822,1,1,2,2,1
1823,1,2,2,9,1
1824,1,0,0,6,0
1825,1,2,2,2,0
1826,1,2,2,9,1
1827,1,1,0,6,0
1828,1,2,0,6,0
1829,2,4,8,2,0
1830,1,1,1,7,0
1831,1,0,2,9,0
1832,1,1,2,9,1
1833,2,4,6,6,0
1834,1,2,2,9,0
1835,1,2,1,7,0
1836,2,3,8,9,0
1837,1,1,0,6,0
1838,2,3,6,0,0
1839,2,3,8,2,0
1840,2,3,6,6,0
1841,1,2,2,2,0
1842,1,0,2,9,0
1843,1,0,2,9,0
1844,1,0,1,7,0
1845,2,5,8,9,0
1846,1,0,0,6,1
1847,1,0,2,9,0
1848,2,3,8,9,0
1849,2,4,7,2,0
1850,1,2,0,6,0
1851,2,5,8,9,0
1852,2,5,7,7,0
1853,1,2,0,6,0
1854,1,0,2,9,0
1855,2,4,6,6,0
1856,1,2,2,2,1
1857,1,2,2,2,0
1858,1,2,2,9,0
1859,2,3,8,9,0
1860,2,3,8,9,0
1861,1,0,0,0,0
1862,1,2,1,7,0
1863,1,2,2,9,1
1864,1,1,2,9,0
1865,1,1,2,9,0
1866,1,0,2,9,0
1867,1,1,0,6,0
1868,1,1,2,2,1
1869,2,5,8,2,0
1870,1,1,2,9,0
1871,2,4,8,9,1
1872,1,2,0,6,0
1873,2,5,6,0,0
1874,1,0,1,7,0
1875,1,0,2,2,0
1876,2,5,8,9,0
1877,1,2,0,6,0
1878,2,4,6,0,0
1879,1,1,1,7,0
1880,1,1,1,7,1
1881,1,2,1,2,0
1882,2,4,6,6,0
1883,2,3,6,6,1
1884,2,4,6,6,0
1885,1,2,2,2,0
1886,2,4,8,9,0
1887,1,0,0,0,0
1888,1,1,0,6,1
1889,1,2,2,9,0
1890,2,3,8,2,0
1891,2,4,8,9,0
1892,1,1,1,7,0
1893,2,3,6,6,0
1894,1,0,0,6,0
1895,2,4,6,0,0
1896,2,3,8,2,0
1897,2,5,8,2,1
1898,2,4,8,9,0
1899,1,2,0,6,0
1900,2,3,8,9,1
1901,2,4,8,9,0
1902,2,5,8,9,0
1903,2,5,6,0,0
1904,2,4,8,9,0
1905,2,5,8,9,0
1906,2,3,8,2,0
1907,1,1,2,9,0
1908,1,0,1,7,0
1909,1,2,0,6,0
1910,2,5,6,6,0
1911,2,5,6,6,0
1912,2,5,8,9,0
1913,2,5,8,9,0
1914,1,1,0,6,1
1915,2,5,8,2,0
1916,2,3,8,2,0
1917,1,2,2,9,1
1918,1,2,0,6,1
1919,2,4,8,9,0
1920,2,5,8,9,0
1921,2,3,7,2,1
1922,2,5,8,9,0
1923,1,2,2,9,0
1924,1,2,2,9,0
1925,1,1,0,6,1
1926,1,2,0,0,0
1927,1,0,0,6,0
1928,2,4,8,9,0
1929,2,5,8,9,0
1930,1,2,0,6,1
1931,1,1,2,9,1
1932,1,0,2,9,0
1933,1,0,0,0,1
1934,2,3,6,6,0
1935,1,1,0,6,0
1936,1,1,2,9,0
1937,2,5,7,2,0
1938,1,0,0,6,0
1939,2,5,6,6,0
1940,2,5,6,6,0
1941,2,4,7,7,0
1942,2,4,8,9,0
1943,2,5,6,6,0
1944,1,2,2,2,0
1945,1,1,0,6,0
1946,2,4,8,9,0
1947,2,5,8,2,1
1948,1,0,2,9,0
1949,1,0,2,9,0
1950,2,4,8,9,1
1951,2,3,6,6,0
1952,2,4,6,0,0
1953,2,3,7,7,1
1954,2,4,6,6,0
1955,2,3,8,9,0
1956,1,1,2,9,0
1957,2,5,8,9,0
1958,1,0,1,7,1
1959,1,2,0,6,0
1960,1,0,2,9,0
1961,1,2,2,9,0
1962,1,2,0,6,0
1963,1,0,0,0,0
1964,1,0,2,9,0
1965,2,3,6,6,0
1966,1,2,2,2,0
1967,2,4,8,9,0
1968,2,3,8,9,0
1969,2,4,8,2,0
1970,2,3,6,6,0
1971,2,5,8,9,1
1972,2,3,7,7,0
1973,1,2,0,6,0
1974,1,2,1,7,1
1975,1,0,0,6,0
1976,2,4,6,6,0
1977,2,4,7,7,0
1978,2,3,8,9,1
1979,2,4,6,6,0
1980,1,2,2,9,0
1981,2,4,7,2,0
1982,1,2,2,9,0
1983,2,4,8,2,0
1984,1,0,0,6,1
1985,2,4,8,2,0
1986,1,1,0,6,0
1987,2,5,6,0,0
1988,2,3,8,9,0
1989,2,5,6,6,0
1990,1,2,0,6,0
1991,1,1,2,9,1
1992,2,3,8,2,0
1993,1,0,2,9,0
1994,2,4,6,0,0
1995,2,4,6,0,0
1996,2,3,6,6,0
1997,1,2,2,9,0
1998,1,0,2,2,0
1999,2,3,8,9,0
2000,1,0,2,9,0
2001,1,2,2,9,0
2002,2,3,8,2,0
2003,1,0,0,6,0
2004,2,4,8,9,0
2005,2,4,8,9,0
2006,1,1,0,6,0
2007,1,0,0,6,0
2008,2,5,8,2,0
2009,2,5,8,9,0
2010,2,3,8,2,0
2011,2,4,7,2,0
2012,2,4,8,9,0
2013,2,3,6,6,0
2014,2,5,8,2,0
2015,1,0,2,9,0
2016,2,5,7,2,0
2017,2,3,7,7,0
2018,2,3,6,6,0
2019,1,1,2,9,0
2020,2,3,6,6,0
2021,2,5,8,2,0
2022,2,4,6,6,0
2023,2,3,6,6,0
2024,2,5,8,9,1
2025,2,5,6,6,0
2026,1,0,0,0,1
2027,2,4,8,9,0
2028,1,2,0,6,0
2029,2,4,8,9,0
2030,2,4,8,2,0
2031,1,2,0,6,1
2032,2,5,6,6,0
2033,2,4,8,2,0
2034,2,4,8,9,1
2035,2,5,8,9,0
2036,1,0,2,9,0
2037,1,0,0,0,0
2038,1,0,0,0,0
2039,2,5,6,6,0
2040,1,1,0,0,0
2041,2,4,8,9,0
2042,2,5,8,9,0
2043,2,4,8,9,1
2044,2,5,8,9,0
2045,1,2,2,2,0
2046,2,5,8,2,0
2047,1,2,0,6,0
2048,2,4,6,0,0
2049,2,3,8,2,0
2050,2,5,8,9,0
2051,2,3,6,0,0
2052,1,2,0,6,0
2053,2,5,6,6,0
2054,1,0,2,9,0
2055,2,5,7,7,0
2056,1,0,0,6,0
2057,1,2,2,9,1
2058,1,1,1,2,1
2059,2,4,8,2,0
2060,1,0,1,7,0
2061,1,1,0,6,0
2062,1,0,0,6,0
2063,1,0,2,2,1
2064,1,0,0,0,0
2065,2,4,6,0,0
2066,2,4,8,9,0
2067,2,5,8,2,1
2068,2,3,6,6,0
2069,1,1,2,2,0
2070,2,3,6,6,0
2071,1,1,2,2,1
2072,1,2,2,9,0
2073,1,1,1,7,0
2074,2,4,8,2,0
2075,1,0,2,9,1
2076,2,5,6,6,0
2077,1,0,2,2,0
2078,2,3,8,9,0
2079,2,3,8,2,0
2080,2,3,6,6,0
2081,2,3,6,6,0
2082,2,4,8,2,0
2083,1,2,2,9,0
2084,2,4,6,0,0
2085,1,0,0,6,0
2086,1,2,0,6,1
2087,1,1,2,9,1
2088,1,1,2,9,0
2089,2,5,8,9,0
2090,1,1,0,6,0
2091,2,5,7,7,0
2092,1,0,0,6,0
2093,2,4,6,6,1
2094,1,2,2,9,0
2095,1,0,1,7,0
2096,1,2,2,9,0
2097,2,4,6,6,0
2098,1,0,2,9,0
2099,2,3,8,9,1
2100,1,0,0,0,0
2101,1,0,0,6,0
2102,2,5,8,9,0
2103,2,5,8,9,0
2104,2,5,6,0,0
2105,2,3,6,0,0
2106,2,4,6,0,0
2107,1,0,2,9,1
2108,1,0,2,2,1
2109,1,2,0,6,0
2110,2,5,7,7,0
2111,1,2,0,0,0
2112,2,4,8,9,0
2113,2,5,6,6,0
2114,2,4,8,9,0
2115,2,5,6,6,0
2116,2,3,8,9,0
2117,2,5,8,2,0
2118,1,1,2,2,0
2119,2,3,6,6,0
2120,2,5,8,9,0
2121,1,0,0,6,0
2122,2,4,8,9,0
2123,2,3,8,2,0
2124,2,4,7,7,0
2125,2,5,6,0,0
2126,1,0,0,0,0
2127,2,5,8,9,0
2128,2,5,7,7,0
2129,1,2,2,9,0
2130,1,0,0,6,0
2131,2,3,8,9,0
2132,1,0,2,9,0
2133,1,1,2,9,0
2134,2,5,8,9,0
2135,2,5,7,7,0
2136,2,4,6,6,0
2137,2,5,8,9,0
2138,1,2,2,2,0
2139,2,5,6,0,0
2140,2,5,6,6,0
2141,1,0,2,9,1
2142,2,5,6,6,0
2143,2,5,6,6,0
2144,2,3,6,6,0
2145,2,4,8,9,0
2146,2,3,8,2,0
2147,2,4,8,2,1
2148,1,2,2,9,0
2149,2,3,8,2,0
2150,2,3,8,2,0
2151,2,5,6,6,0
2152,1,1,0,6,1
2153,2,5,8,9,0
2154,2,4,8,9,0
2155,1,0,0,6,0
2156,2,4,6,0,0
2157,2,4,6,6,0
2158,2,3,8,9,0
2159,2,3,6,0,0
2160,2,4,8,9,0
2161,1,2,0,6,0
2162,1,1,0,6,0
2163,1,2,2,9,1
2164,1,0,0,6,0
2165,1,2,2,9,1
2166,1,1,0,6,0
2167,2,4,8,9,0
2168,1,0,0,0,0
2169,2,3,6,0,0
2170,2,5,8,9,0
2171,1,0,2,9,1
2172,1,2,2,2,0
2173,2,4,8,9,0
2174,1,2,2,9,1
2175,1,2,2,2,0
2176,2,3,8,2,0
2177,1,0,0,6,1
2178,2,4,8,9,0
2179,1,2,0,6,0
2180,1,1,2,9,0
2181,2,3,7,2,0
2182,2,3,8,9,0
2183,1,1,0,6,0
2184,1,2,0,6,0
2185,2,4,6,6,0
2186,2,5,8,2,0
2187,2,5,8,9,0
2188,1,1,2,9,0
2189,1,0,2,9,1
2190,1,2,2,2,1
2191,2,4,8,9,0
2192,1,0,0,0,0
2193,1,2,2,9,0
2194,1,1,2,2,0
2195,2,3,8,9,1
2196,1,0,2,9,0
2197,2,4,6,6,0
2198,1,0,1,7,0
2199,1,2,2,9,0
2200,1,1,0,6,0
2201,1,0,0,0,0
2202,1,1,2,9,0
2203,2,4,6,6,0
2204,2,3,8,9,0
2205,2,4,8,9,0
2206,2,4,8,2,0
2207,1,1,2,9,0
2208,2,4,6,6,0
2209,2,5,6,0,0
2210,1,1,2,9,0
2211,2,3,8,9,0
2212,1,0,0,6,0
2213,2,4,8,9,1
2214,1,1,0,6,0
2215,2,3,6,0,0
2216,1,0,2,9,0
2217,2,4,6,6,0
2218,1,0,1,2,1
2219,1,0,0,6,0
